FARMACOS;DETENTOR;MEDICAMENTO;CONCENTRACAO;FORMA_FARMACEUTICA
Tioridazina (cloridrato);Valeant;MELLERIL;100mg;drag
Tioridazina (cloridrato);Valeant;MELLERIL;200mg;comp lib retard
Tioridazina (cloridrato);Valeant;MELLERIL;30mg/g;solç or
Tiotrópio (brometo);Boehringer Ingelheim;SPIRivA;18mcg;caps gelat dura
Tizanidina (cloridrato);Novartis Biociências;SIRDALUD;2mg;comp
Tobramicina;Alcon;TOBREX;3mg/mL;solç oft
Tobramicina;Alcon;TOBREX;3mg/mL;pomd oft
Tobramicina;United Medical;TOBI;60mg/mL;solç PARA nebul
Tolterodina (tartarato);Pharmacia;DETRUSITOL;1mg;comp rev
Tolterodina (tartarato);Pharmacia;DETRUSITOL;2mg;comp rev
Tolterodina (tartarato);Pharmacia;DETRUSITOL LA;4mg;caps gelat dura ação prolong
Topiramato;Janssen Cilag;TOPAMAX;100mg;comp rev
Topiramato;Janssen Cilag;TOPAMAX;25 mg;comp rev
Topiramato;Janssen Cilag;TOPAMAX;50mg;comp rev
Topotecano (cloridrato);glaxosmithkline;HYCAMTIN;4mg;po liof inj
Tramadol (cloridrato);Pfizer;TRAMAL;100mg/mL;solç or (gotas)
Tramadol (cloridrato);Pfizer;TRAMAL;50mg;caps gelat dura
Tramadol (cloridrato);Pfizer;TRAMAL;50mg/mL;solç inj
Tramadol (cloridrato);Pfizer;TRAMAL retard;100mg;comp rev 
Tramadol (cloridrato);Sanofi-Aventis;SYLADOR;50mg;comp
Tramadol (cloridrato);Sanofi-Aventis;SYLADOR;50mg/mL;solç or
Tranexâmico, ácido;Nikkho;TRANSAMIN;5%;solç inj
Tranexâmico, ácido;Nikkho;TRANSAMIN;250mg;comp
Travoprosta;Alcon;TRAVATAN;0,04mg/mL;solç oft
Trazodona (cloridrato);Apsen;DONAREN;50mg;comp rev
Trazodona (cloridrato);Apsen;DONAREN;100mg;comp rev
Tretinoína;Stiefel;VITANOL A;0,1mg/g;gel
Tretinoína;Stiefel;VITANOL A;0,25mg/g;crem derm
Tretinoína;Stiefel;VITANOL A;0,25mg/g;gel
Tretinoína;Stiefel;VITANOL A;0,5mg/g;crem derm
Tretinoína;Stiefel;VITANOL A;0,5mg/g;gel
Tretinoína;Stiefel;VITANOL A;1mg/g;crem derm
Triancinolona acetonida;Aché;AIRCLIN;0,5mg/mL;solç nas
Triancinolona acetonida;Bristol Myers Squibb;OMCILON-A ORABASE;1mg/g;PASTA
Triancinolona acetonida;Sanofi-Aventis;NASACORT;0,55mg/mL;liq pulverizável
Trimebutina (maleato);Medley;DIgEDRAT;200mg;caps gelat mole
Triptorelina;Aché;NEO DECAPEPTYL;3,75mg;po liof inj
Trometamol (fosfomicina);Zambon;MONURIL;3g;gran
Trometamol cetorolaco;Allergan;ACULAR LS;4,0mg/mL;solç oft
Trometamol cetorolaco;Allergan;ACULAR;5,0mg/mL;solç oft
Trometamol cetorolaco;germed;TORAgESIC;10mg;comp sublingual
Trometamol cetorolaco;germed;TORAgESIC;10mg/mL;solç inj
Trometamol cetorolaco;germed;TORAgESIC;30mg/mL;solç inj
Tropicamica;Alcon;MYDRIACYL;10mg/mL;solç oft
Uréia;galderma;NUTRAPLUS;100 mg/g;crem derm
Uréia;galderma;NUTRAPLUS;100 mg/mL;loç derm
Uréia;Medley;UREADIN;200mg/g;crem derm
Valaciclovir (cloridrato);glaxosmithkline;VALTREX;50mg;comp rev
Valproato sódico;Abbott;DEPAKENE;50mg/mL;xpe
Valproato sódico;Abbott;DEPAKENE;300mg;comp rev
Valpróico, ácido;Abbott;DEPAKENE;250mg;caps gelat mole
Valpróico, ácido;Abbott;DEPAKENE;300mg;comp rev
Valpróico, ácido;Abbott;DEPAKENE;500mg;comp rev
Valsartana;Novartis Biociências;DIOVAN;160mg;comp rev
Valsartana;Novartis Biociências;DIOVAN;160mg;caps gelat dura
Valsartana;Novartis Biociências;DIOVAN;40mg;comp rev
Valsartana;Novartis Biociências;DIOVAN;80mg;comp rev
Valsartana;Novartis Biociências;DIOVAN;80mg;caps gelat dura
Valsartana;Novartis Biociências;DIOVAN;320mg;comp rev
Vancomicina (cloridrato);Antibióticos do Brasil;VANCOCINA CP;1000mg;po liof solç inj
Vancomicina (cloridrato);Antibióticos do Brasil;VANCOCINA CP;500mg;po liof solç inj
Vardenafil (cloridrato);Bayer;LEVITRA;10mg;comp rev
Vardenafil (cloridrato);Bayer;LEVITRA;20mg;comp rev
Vardenafil (cloridrato);Bayer;LEVITRA;5mg;comp rev
Varfarina sódica;Farmoquímica;MAREVAN;10mg;comp
Varfarina sódica;Farmoquímica;MAREVAN;1mg;comp
Varfarina sódica;Farmoquímica;MAREVAN;2,5mg;comp
Varfarina sódica;Farmoquímica;MAREVAN;2mg;comp
Varfarina sódica;Farmoquímica;MAREVAN;5,0mg;comp
Varfarina sódica;Farmoquímica;MAREVAN;7,5mg;comp
Varfarina sódica (cristalina);Bristol Myers Squibb;COUMADIN;1mg;comp
Varfarina sódica (cristalina);Bristol Myers Squibb;COUMADIN;2,5mg;comp
Varfarina sódica (cristalina);Bristol Myers Squibb;COUMADIN;5,0mg;comp
Vecurônio (brometo);Cristália;VECURON;4mg/mL;po liof inj
Venlafaxina (cloridrato);Wyeth;EFEXOR XR;150mg;caps gelat dura lib prolong
Venlafaxina (cloridrato);Wyeth;EFEXOR XR;37,5mg;caps gelat dura lib prolong
Venlafaxina (cloridrato);Wyeth;EFEXOR XR;75mg;caps gelat dura lib prolong
Verapamil (cloridrato);Abbott;DILACORON;120mg;comp rev abs retard
Verapamil (cloridrato);Abbott;DILACORON;240mg;comp rev retard
Verapamil (cloridrato);Abbott;DILACORON;80mg;comp rev
Verteporfina;Novartis Biociências;VISUDYNE;15mg;po liof
Vildagliptina;Novartis Biociências;gALVUS;50mg;comp
Vildagliptina;Novartis Biociências;gALVUS;100mg;comp
Vimblastina (sulfato);Antibióticos do Brasil;VELBAN;10mg;po liof
Vimblastina (sulfato);Libbs;FAULBLASTINA;1mg/mL;solç inj
Vincristina (sulfato);Antibióticos do Brasil;ONCOVIN;1mg/mL;po liof
Vincristina (sulfato);Zodiac;TECNOCRIS;1mg/mL;solç inj
Vinorelbina (tartarato);Asta Médica;NAVELBINE;10mg/mL;solç inj
Voriconazol;Pfizer;VFEND;50mg;comp rev
Voriconazol;Pfizer;VFEND;200mg;comp rev
Voriconazol;Pfizer;VFEND;200mg;po liof inj
Xilometazolina (cloridrato);Novartis Biociências;OTRivINA;1mg/mL;solç nas
Zidovudina;Lafepe;LAFEPE-ZIDOVUDINA;100mg;caps gelat dura 
Zidovudina;Lafepe;LAFEPE-ZIDOVUDINA;10mg/mL;xpe
Ziprasidona (cloridrato monoidratado);Pfizer;gEODON;40mg;caps gelat dura
Ziprasidona (cloridrato monoidratado);Pfizer;gEODON;80mg;caps gelat dura
Zoledrônico, ácido;Novartis Biociências;ZOMETA;4,0mg;solç inj
Zoledrônico, ácido;Novartis Biociências;ACLASTA;5,0mg;solç inj
Zolpiden (hemitartarato);Sanofi-Aventis;STILNOX;10mg;comp rev
Zopiclona;Sanofi-Aventis;imOVANE;7,5mg;comp rev
8-Hidroxiquinolina (borato) + Trolamina;Alcon;CERUMIN;0,4mg/mL + 140mg/mL;solç otol 
ACETATO DE BETAMETASONA + FOSFATO DISSÓDICO DE BETAMETASONA;Mantecorp;CELESTONE SOLUSPAN;3mg/mL + 3mg/mL;susp inj
ACETATO DE CIPROTERONA + ETINILESTRADIOL;Schering do Brasil;DIANE 35;2mg + 0,035mg;drag
ACETATO DE CIPROTERONA + VALERATO DE ESTRADIOL & VALERATO DE ESTRADIOL;Schering do Brasil;CLIMENE;1mg + 2mg (drg rosa), 2mg (drg branca);drag
ACETATO DE CLORMADINONA + ETINILESTRADIOL;Janssen Cilag;BELARA;2mg + 0,03mg;comp rev
ACETATO DE DEXAMETASONA + SULFATO DE NEOMICINA;Neo Química;NEODEX;1mg/g + 5mg/g;crem derm
ACETATO DE HIDROCORTISONA + LIDOCAÍNA + OXIDO DE ZINCO + SUBACETATO DE ALUMÍNIO;Astrazeneca;XYLOPROCT;50mg + 2.5mg + 180mg + 35mg;pomd retal
ACETATO DE MEDROXIPROGESTERONA + CIPRIONATO DE ESTRADIOL;Millet Roux;CYCLOFEMINA;25mg/AMP + 5mg/AMP;susp inj
ACETATO DE NORETISTERONA + ESTRADIOL;Medley;ACTIVELLE;0,5mg + 1mg;comp rev
ACETATO DE NORETISTERONA + ESTRADIOL;Novartis Biociências;ESTRAGEST TTS;0,125mg + 25mcg;ades transd
ACETATO DE NORETISTERONA + ETINILESTRADIOL;Schering do Brasil;PRIMOSISTON;2mg + 0,01mg;comp
ACETILCISTEÍNA + SULFATO DE TUAMINOEPTANO;Zambon;RINOFLUIMUCIL;10mg/mL + 5mg/mL;solç nas
ACETILMETIONINA + CITRATO DE COLINA + BETAÍNA;Nycomed;XANTINON COMPLEX;40mg/mL + 53mg/mL + 50mg/mL;solç or
ÁCIDO ACETILSALICÍLICO + ÁCIDO ASCÓRBICO;Bayer;ASPIRINA C EFERVESCENTE;400mg + 240mg;comp eferv
ÁCIDO ACETILSALICÍLICO + CAFEÍNA;Nycomed;FONTOL;650mg + 65 mg;comp rev
ÁCIDO ACETILSALICÍLICO + CAFEÍNA;Hypermarcas;DORIL;500mg + 30 mg;comp
ÁCIDO ACETILSALICÍLICO + MALEATO DE DEXCLORFENIRAMINA + CLORIDRATO DE FENILEFRINA + CAFEÍNA;Mantecorp;CORISTINA D;400mg/g + 1mg/g + 10mg/g + 30mg/g;comp camada tripla
ÁCIDO ACETILSALICÍLICO + SINVASTATINA;Medley;PREVENCOR;100mg + 10mg;comp
ÁCIDO ACETILSALICÍLICO + SINVASTATINA;Medley;PREVENCOR;100mg + 20mg;comp
ÁCIDO ACETILSALICÍLICO + SINVASTATINA;Medley;PREVENCOR;100mg + 40mg;comp
ÁCIDO BÓRICO + ÁCIDO SALICÍLICO + ENXOFRE + ÓXIDO DE ZINCO;Casa Granado;POLVILHO ANTI-SÉPTICCO GRANADO;11,735g + 0.352g + 17.602g + 11,735g;po top
ÁCIDO FUSÍDICO + VALERATO DE BETAMETASONA;Roche;VERUTEX B;20mg/g + 1mg/g;crem derm
ÁCIDO SALICÍLICO + ÁCIDO LÁTICO;Hypermarcas;KALLOPLAST;200mg/mL + 0,15mL/mL;solç top
ÁCIDO SALiCÍLICO + SOLUÇÃO DE COALTAR;Blau;IONIL T;20mg/mL + 8,5mg/mL;xampu
ADAPALENO + FOSFATO DE CLINDAMICINA;Glenmark;ADACNE CLIN;1mg/g + 10mg/g;gel
ÁLCOOL POLIVINÍLICO + POVIDONA;Allergan;REFRESH;1,4% + 0,6%;solç oft
ALENDRONATO DE SÓDIO + COLECALCIFEROL;Merck, Sharp & Dohme;FOSAMAX D;70mg (ác. alendrônico) + 2800UI;comp
ALGESTONA ACETOFENIDA + ENANTATO DE ESTRADIOL;Boehringer Ingelheim;PERLUTAN;150mg/mL + 10mg/mL;solç inj
AMOXICILINA + CLAVULANATO DE POTÁSSIO;Glaxosmithkline;CLAVULIN;125mg/5mL + 31,25mg/5mL;po susp or
AMOXICILINA + CLAVULANATO DE POTÁSSIO;Glaxosmithkline;CLAVULIN;250mg/5mL + 62,5mg/5mL;po susp or
AMOXICILINA + CLAVULANATO DE POTÁSSIO;Glaxosmithkline;CLAVULIN;500mg + 125mg;comp rev
AMOXICILINA + CLAVULANATO DE POTÁSSIO;Glaxosmithkline;CLAVULIN BD;200mg/5mL + 28,5 mg/5 mL;po susp or
AMOXICILINA + CLAVULANATO DE POTÁSSIO;Glaxosmithkline;CLAVULIN BD;400mg/5mL + 57mg/5 mL;po susp or
AMOXICILINA + CLAVULANATO DE POTÁSSIO;Glaxosmithkline;CLAVULIN BD;875mg + 125mg;comp rev
AMOXICILINA + CLAVULANATO DE POTÁSSIO;Glaxosmithkline;CLAVULIN ES;600mg/5 mL + 42,9mg/5 mL;po prep extemp
AMOXICILINA + CLAVULANATO DE POTÁSSIO;Glaxosmithkline;CLAVULIN IV;1000mg + 200mg;po liof inj
AMOXICILINA + CLAVULANATO DE POTÁSSIO;Glaxosmithkline;CLAVULIN IV;500mg + 100mg;po liof inj
AMOXICILINA + SULBACTAM;Bagó;TRIFAMOX IBL;1000mg + 500mg;po inj
AMOXICILINA + SULBACTAM;Bagó;TRIFAMOX IBL;250mg + 250mg;comp rev 
AMOXICILINA + SULBACTAM;Bagó;TRIFAMOX IBL;25mg/mL + 25mg/mL;po prep extemp
AMOXICILINA + SULBACTAM;Bagó;TRIFAMOX IBL;500mg + 250mg;po inj
AMOXICILINA + SULBACTAM;Bagó;TRIFAMOX IBL;500mg + 500mg;comp rev 
AMOXICILINA + SULBACTAM;Bagó;TRIFAMOX IBL;50mg/mL + 50mg/mL;po prep extemp
AMOXICILINA + SULBACTAM;Bagó;TRIFAMOX IBL BD;200mg/mL + 50mg/mL;po prep extemp (após reconstituição)
AMOXICILINA + SULBACTAM;Bagó;TRIFAMOX IBL BD;875 mg + 125 mg;comp rev
AMPICILINA SÓDICA + AMPICILINA BENZATINA;Nycomed;OPTACILIN;100mg + 500mg;po liof solç inj
AMPICILINA SÓDICA + AMPICILINA BENZATINA;Nycomed;OPTACILIN;50mg + 250mg;po liof solç inj
AMPICILINA SÓDICA + SULBACTAM SÓDICA;Pfizer;UNASYN;1g + 0,5g;po solç inj
AMPICILINA SÓDICA + SULBACTAM SÓDICA;Pfizer;UNASYN;2g + 1g;po solç inj
ARTEMÉTER + LUMEFANTRINA;Novartis Biociências;COARTEM;20mg + 120mg;comp
ATENOLOL + CLORTALIDONA;Astrazeneca;TENORETIC;100mg + 25mg;comp
ATENOLOL + CLORTALIDONA;Astrazeneca;TENORETIC;50mg + 12,5mg;comp
ATENOLOL + CLORTALIDONA;Biosintética;ANGIPRESS CD;25mg + 12,5mg;comp
ATORVASTATINA CÁLCICA + BESILATO DE AMLODIPINA;Pfizer;CADUET;5mg + 10mg;comp rev
ATORVASTATINA CÁLCICA + BESILATO DE AMLODIPINA;Pfizer;CADUET;5mg + 20mg;comp rev
ATORVASTATINA CÁLCICA + BESILATO DE AMLODIPINA;Pfizer;CADUET;10mg + 10mg;comp rev
ATORVASTATINA CÁLCICA + BESILATO DE AMLODIPINA;Pfizer;CADUET;10mg + 20mg;comp rev
BENZILPENICILINA PROCAÍNA + BENZILPENICILINA POTÁSSICA;Eurofarma;WYCILLIN R;150.000UI/mL + 50.000UI/mL;susp inj
BENZOILMETRONIDAZOL + NISTATINA + CLORETO DE BENZALCÔNICO;Aché;COLPISTATIN;62,5 mg/g + 25.000UI/g + 1,25 mg/g;creme vaginal
BESILATO DE ANLODIPINO + ATENOLOL;Biosintética;BETALOR;5,0 mg (comp rev) + 25 mg (gran);caps gelat dura
BESILATO DE ANLODIPINO + ATENOLOL;Biosintética;BETALOR;5,0 mg (comp rev) + 50 mg (gran);caps gelat dura
BESILATO DE ANLODIPINO + LOSARTANA POTÁSSICA;Biosintética;LOTAR;2,5mg + 50mg;caps gelat dura 
BESILATO DE ANLODIPINO + LOSARTANA POTÁSSICA;Biosintética;LOTAR;5,0mg + 100mg;caps gelat dura 
BETAMETASONA + MALEATO DE DEXCLORFENIRAMINA;Mantecorp;CELESTAMINE;0,05mg/mL + 0,4mg/mL;xpe
BETAMETASONA + MALEATO DE DEXCLORFENIRAMINA;Mantecorp;CELESTAMINE;0,25mg + 2mg;comp
BICARBONATO DE SÓDIO + ÁCIDO CÍTRICO + CARBONATO DE SÓDIO;Hypermarcas;ESTOMAZIL;462mg/g+ 438mg/g + 90mg/g;po eferv 
BISACODIL + DOCUSATO DE SÓDIO;Hypermarcas;HUMECTOL D;5mg + 60mg;comp rev
BROMAZEPAM + SULPIRIDA;Sanofi-Aventis;SULPAN;1mg + 25mg;caps gelat dura
BROMETO DE IPRATRÓPIO + BROMIDRATO DE FENOTEROL;Boehringer Ingelheim;DUOVENT;0,8mg/mL + 2mg/mL;aer or
BROMETO DE IPRATRÓPIO + SULFATO DE SALBUTAMOL;Boehringer Ingelheim;COMBIVENT;20mcg/50mcL+120mcg/50mcL;aer
BUTILBROMETO DE ESCOPOLAMINA + DIPIRONA SÓDICA;Boehringer Ingelheim;BUSCOPAN COMPOSTO;10mg + 250mg;comp rev
BUTILBROMETO DE ESCOPOLAMINA + DIPIRONA SÓDICA;Boehringer Ingelheim;BUSCOPAN COMPOSTO;1g + 10mg;sups
BUTILBROMETO DE ESCOPOLAMINA + DIPIRONA SÓDICA;Boehringer Ingelheim;BUSCOPAN COMPOSTO;4mg/mL + 500mg/mL;solç inj
BUTILBROMETO DE ESCOPOLAMINA + DIPIRONA SÓDICA;Boehringer Ingelheim;BUSCOPAN COMPOSTO;6,67mg/mL + 333,4mg/mL;sol or (gotas)
BUTILBROMETO DE ESCOPOLAMINA + PARACETAMOL;Boehringer Ingelheim;BUSCOPAN PLUS;10mg + 500mg;comp rev
CALAMINA + CLORIDRATO DE DIFENIDRAMINA + CÂNFORA;Johnson & Johnson;CALADRYL;10mg/g + 80mg/g + 1mg/g;crem derm
CALAMINA + CLORIDRATO DE DIFENIDRAMINA + CÂNFORA;Johnson & Johnson;CALADRYL;10mg/g + 80mg/g + 1mg/g;loção derm
CANDESARTANA CILEXETILA + HIDROCLOROTIAZIDA;Astrazeneca;ATACAND HCT;16mg + 12,5mg;comp
CANDESARTANA CILEXETILA + HIDROCLOROTIAZIDA;Astrazeneca;ATACAND HCT;8,0mg + 12,5mg;comp
CÂNFORA + MENTOL + ÓLEO DE EUCALIPTO;Procter & Gamble;VICK VAPORUB;52,6mg/g + 28,2mg/g + 13,3mg/g;unguento
CAPROATO DE FLUOCORTOLONA + PIVALATO DE FLUOCORTOLONA + CLORIDRATO DE CINCHOCAÍNA + UNDECILATO DE CLEMIZOL;Intendis;ULTRAPROCT;0,945mg + 0,918mg + 5mg + 10mg;pomd retal
CAPROATO DE HIDROXIPROGESTERONA + VALERATO DE ESTRADIOL;Schering do Brasil;GESTADINONA;250mg/mL + 5mg/mL;solç inj
CAPTOPRIL + HIDROCLOROTIAZIDA;Bristol Myers Squibb;LOPRIL D;25mg + 12,5mg;comp
CAPTOPRIL + HIDROCLOROTIAZIDA;Bristol Myers Squibb;LOPRIL D;50mg + 25mg;comp
CARBIDOPA + LEVODOPA;Merck, Sharp & Dohme;SINEMET;25mg + 250mg;comp
CARBIDOPA + LEVODOPA;Merck, Sharp & Dohme;CRONOMET;50mg + 200mg;comp desint lenta
CETOCONAZOL + DIPROPIONATO DE BETAMETASONA;Aché;CANDICORT;20mg/g + 0,64mg/g;crem derm
CETOCONAZOL + DIPROPIONATO DE BETAMETASONA;Aché;CANDICORT;20mg/g + 0,64mg/g;pomd derm
CETOCONAZOL + DIPROPIONATO DE BETAMETASONA + SULFATO DE NEOMICINA;Aché;NOVACORT;20mg/g + 0,64mg/g + 2,5mg/g;crem derm 
CETOCONAZOL + DIPROPIONATO DE BETAMETASONA + SULFATO DE NEOMICINA;Aché;NOVACORT;20mg/g + 0,64mg/g + 2,5mg/g;pomd derm
CIANOCOBALAMINA + CLORIDRATO DE PIRIDOXINA + NITRATO DE TIAMINA + DICLOFENACO SÓDICO;Merck S/A;ALGINAC;1 mg + 50 mg + 50 mg + 50 mg;comp rev
CIANOCOBALAMINA + CLORIDRATO DE PIRIDOXINA + NITRATO DE TIAMINA + DICLOFENACO SÓDICO;Merck S/A;ALGINAC;5000mcg + 100mg + 100mg + 75 mg;solç inj
CITRATO DE COLINA + BETAÍNA + DL-METIONINA;Hypermarcas;EPOCLER;100,0 + 50,0 mg + 10,0 mg;solç or
CLINDAMICINA + PERÓXIDO DE BENZOÍLA;Stiefel;CLINDOXYL;10mg/g + 50mg/g;gel
CLIOQUINOL + HIDROCORTISONA;Novartis Biociências;VIOFÓRMIO HIDROCORTISONA;30mg/g + 10mg/g;crem derm
CLONIXINATO DE LISINA + CLORIDRATO DE CICLOBENZAPRINA;Farmoquímica;DOLAMIN FLEX;125mg + 5mg;comp ver
CLORANFENICOL + ACETATO DE RETINOL + AMINOÁCIDOS + METIONINA;Allergan;EPITEZAN;5,0mg + 10.000UI + 25mg + 5,0mg;pomd oft
CLORANFENICOL + COLAGENASE;Abbott;IRUXOL;0,6U/g + 10mg/g;pomd derm
CLORETO DE CETILPIRÍDINEO + BENZOCAÍNA;Sanofi-Aventis;CEPACAÍNA;0,5mg/mL + 4mg/mL;solç or
CLORETO DE CETILPIRÍDINEO + BENZOCAÍNA;Sanofi-Aventis;CEPACAÍNA;1,466mg + 10mg;past
CLORIDRATO DE BENAZEPRIL + HIDROCLOROTIAZIDA;Novartis Biociências;LOTENSIN H;10mg + 12,5mg;comp rev
CLORIDRATO DE BENAZEPRIL + HIDROCLOROTIAZIDA;Novartis Biociências;LOTENSIN H;5mg + 6,25mg;comp rev
CLORIDRATO DE BUPIVACAINA + GLICOSE;Hypofarma;CLORIDRATO DE BUPIVACAÍNA HIPERBÁRICA;5,0mg/mL + 80mg/mL;solç inj
CLORIDRATO DE CIPROFLOXACINO + DEXAMETASONA;Allergan;BIAMOTIL D;3,5mg/g + 1,0mg/g;pomd oft
CLORIDRATO DE CIPROFLOXACINO + DEXAMETASONA;Allergan;BIAMOTIL D;3,5mg/mL + 1,0mg/mL;solç oft
CLORIDRATO DE CIPROFLOXACINO + HIDROCORTISONA;Alcon;CIPRO HC;2,33mg/mL + 10mg/mL (= 2mg de ciprofloxacino);susp otol
CLORIDRATO DE CLOBUTINOL + SUCCINATO DE DOXILAMINA;Medley;CLORIDRATO DE CLOBUTINOL + SUCCINATO DE DOXILAMINA;4 mg/mL + 0,75 mg/mL;xpe
CLORIDRATO DE DIFENIDRAMINA + CLORETO DE AMÔNIO + CITRATO DE SÓDIO;Johnson & Johnson;BENALET;5mg + 50mg + 10mg;past
CLORIDRATO DE DORZOLAMIDA + MALEATO DE TIMOLOL;Merck, Sharp & Dohme;COSOPT;20mg/mL + 5,0mg/mL;solç oft
CLORIDRATO DE FEXOFENADINA + CLORIDRATO DE PSEUDOEFEDRINA;Sanofi-Aventis;ALLEGRA D;60mg +120mg;comp rev camada dupla
CLORIDRATO DE ISOMETEPTENO + DIPIRONA SÓDICA + CAFEÍNA ANIDRA;Nycomed;NEOSALDINA;50mg/mL + 300mg/mL + 30mg/mL;solç or
CLORIDRATO DE LEVOBUPIVACAÍNA + HEMITARTARATO DE EPINEFRINA;Cristália;NOVABUPI C/ VASO CONSTRICTOR;0,25% + 9,1mcg/mL;solç inj
CLORIDRATO DE LEVOBUPIVACAÍNA + HEMITARTARATO DE EPINEFRINA;Cristália;NOVABUPI C/ VASO CONSTRICTOR;0,5% + 9,1mcg/mL;solç inj
CLORIDRATO DE LEVOBUPIVACAÍNA + HEMITARTARATO DE EPINEFRINA;Cristália;NOVABUPI C/ VASO CONSTRICTOR;0,75% + 9,1mcg/mL;solç inj
CLORIDRATO DE LIDOCAÍNA + CLORETO DE BENZALCÔNIO;Johnson & Johnson;BAND-AID spr ANTI-SÉPTICO;20mg/mL + 1,30mg/mL;solç top (spr)
CLORIDRATO DE LIDOCAÍNA + CLORETO DE BENZALCÔNIO;3M do BRASIL;NEXCARE;25mg/mL + 1,30mg/mL;solç top (spr)
CLORIDRATO DE LIDOCAÍNA + CLORETO DE BENZETÔNIO;Lifar;TIMEOLATE;21mg/mL + 1,33mg/mL;solç top (spr)
CLORIDRATO DE LIDOCAÍNA + HEMITARTARATO DE EPINEFRINA;Cristália;XYLESTESIN 2% COM VASOCONSTRITOR;20mg/mL + 9,1mcg/mL;solç inj
CLORIDRATO DE METFORMINA + GLIBENCLAMIDA;Merck S/A;GLUCOVANCE;250mg + 1,25mg;comp rev
CLORIDRATO DE METFORMINA + GLIBENCLAMIDA;Merck S/A;GLUCOVANCE;500mg + 2,5mg;comp rev
CLORIDRATO DE METFORMINA + GLIBENCLAMIDA;Merck S/A;GLUCOVANCE;500mg + 5,0mg;comp rev
CLORIDRATO DE METOCLOPRAMIDA + DIMETICONA + PEPSINA;Aché;DIGEPLUS;7mg + 40mg + 50mg;caps gelat dura
CLORIDRATO DE NAFAZOLINA + MALEATO DE FENIRAMINA;Alcon;CLARIL;0,25mg/mL+ 3mg/mL;solç oft
CLORIDRATO DE NAFAZOLINA + MALEATO DE MEPIRAMINA + D-PANTENOL;EMS;NARIDRIN;1,00mg/mL + 0,20mg/mL + 5,00mg/mL;solç nas
CLORIDRATO DE NAFAZOLINA + MALEATO DE MEPIRAMINA + D-PANTENOL;EMS;NARIDRIN;0,5mg/mL + 0,20mg/mL + 5,00mg/mL;solç nas
CLORIDRATO DE NAFAZOLINA + SULFATO DE ZINCO;Sanofi-Aventis;COLÍRIO MOURA BRASIL;0,15mg/mL +0,30mg/mL;solç oft
CLORIDRATO DE OXITETRACICLINA + HIDROCORTISONA;Pfizer;TERRA CORTRIL;30mg/g + 10mg/g;pomd top
CLORIDRATO DE OXITETRACICLINA + LlDOCAÍNA;Pfizer;TERRAMICINA;100mg/mL + 20mg/mL;solç inj i.m.
CLORIDRATO DE OXITETRACICLINA + SULFATO DE POLIMIXINA B;Pfizer;TERRAMICINA COM SULFATO DE POLIMIXINA B;30mg/g + 10.000U/g;pomd top
CLORIDRATO DE OXITETRACICLINA + SULFATO DE POLIMIXINA B;Pfizer;TERRAMICINA COM SULFATO DE POLIMIXINA B;5mg/g + 10.000U/g;pomd oft
CLORIDRATO DE OXOMEMAZINA + GUAIFENESINA + PARACETAMOL;Sanofi-Aventis;TOPLEXIL ADULTO;0,367mg/mL + 6,66mg/mL + 6,66mg/mL;xpe
CLORIDRATO DE OXOMEMAZINA + GUAIFENESINA + PARACETAMOL;Sanofi-Aventis;TOPLEXIL PEDIÁTRICO;0,184mg/mL + 5mg/mL + 2mg/mL;xpe
CLORIDRATO DE PRILOCAÍNA + FELIPRESSINA;Dentsply;CITANEST 3% OCTAPRESSIN;30mg/mL + 0,03UI/mL(0,54mcg/mL);solç inj
CLORIDRATO DE PROPRANOLOL + HIDROCLOROTIAZIDA;Sigma Pharma;TENADREN;40 mg + 25 mg;comp
CLORIDRATO DE PROPRANOLOL + HIDROCLOROTIAZIDA;Sigma Pharma;TENADREN;80 mg +25mg;comp
CLORIDRATO DE TETRACICLINA + ANFOTERICINA B;Bristol Myers Squibb;TALSUTIN;25mg/g + 12,5mg/g;creme vaginal
CLORIDRATO DE TRAMADOL + PARACETAMOL;Janssen Cilag;ULTRACET;37,5 mg + 325 mg;comp rev
CLOTRIMAZOL + ACETATO DE DEXAMETASONA;Bayer;BAYCUTEN-N;10mg/g + 0,443mg/g;crem derm
COBAMAMIDA + CLORIDRATO DE CIPROEPTADINA;Solvay Farma;COBAVITAL;1mg + 4mg;comp
COBAMAMIDA + CLORIDRATO DE CIPROEPTADINA;Solvay Farma;COBAVITAL;0,8mg/mL + 4mg/g;xpe
CUMARINA + HEPARINA SÓDICA;Nycomed;VENALOT H;5,0mg/mL + 50UI/mL;crem derm
CUMARINA + TROXERRUTINA;Nycomed;VENALOT;15mg + 90mg;drag
DESOGESTREL + ETINILESTRADIOL;Organon;GRACIAL;0,025mg + 0,04mg (comp branco), 0,125mg + 0,03mg (comp azul);comp
DESOXIMETASONA + SULFATO DE NEOMICINA;Sanofi-Aventis;ESPERSON N;2,5 mg + 7,1 mg;pomd derm
DEXAMETASONA + SULFATO DE NEOMICINA + SULFATO DE POLIMIXINA B;Alcon;MAXITROL;1mg/mL + 5,0 mg/mL + 6.000 UI/mL;susp oft 
DEXAMETASONA + SULFATO DE NEOMICINA + SULFATO DE POLIMIXINA B;Alcon;MAXITROL;1mg/mL + 5,0 mg/mL + 6.000 UI/mL;pomd oft
